
Running FIFO Algorithm Simulation
Time	Process	Page	Result	Evicted
0.3	M	6	HIT	-
0.4	M	16	MISS	-
0.5	M	17	MISS	-
0.6	M	16	HIT	-
0.7	M	16	HIT	-
0.8	M	16	HIT	-
0.9	M	9	MISS	-
1.0	P	Enter	5	3	<MMMMMMM.............................................................................................>

1.0	P	0	MISS	-
1.0	C	Enter	11	3	<MMMMMMMP............................................................................................>

1.0	C	0	MISS	-
1.0	G	Enter	31	4	<MMMMMMMPC...........................................................................................>

1.0	G	0	MISS	-
1.0	R	Enter	5	5	<MMMMMMMPCG..........................................................................................>

1.0	R	0	MISS	-
1.0	F	Enter	31	2	<MMMMMMMPCGR.........................................................................................>

1.0	F	0	MISS	-
1.0	M	29	MISS	-
1.0	P	3	MISS	-
1.0	C	9	MISS	-
1.0	G	16	MISS	-
1.0	R	1	MISS	-
1.0	F	8	MISS	-
1.1	M	10	MISS	-
1.1	P	1	MISS	-
1.1	C	2	MISS	-
1.1	G	16	HIT	-
1.1	R	4	MISS	-
1.1	F	29	MISS	-
1.2	M	11	MISS	-
1.2	P	0	HIT	-
1.2	C	1	MISS	-
1.2	G	16	HIT	-
1.2	R	0	HIT	-
1.2	F	28	MISS	-
1.3	M	10	HIT	-
1.3	P	2	MISS	-
1.3	C	1	HIT	-
1.3	G	15	MISS	-
1.3	R	4	HIT	-
1.3	F	29	HIT	-
1.4	M	9	HIT	-
1.4	P	0	HIT	-
1.4	C	1	HIT	-
1.4	G	15	HIT	-
1.4	R	0	HIT	-
1.4	F	30	MISS	-
1.5	M	8	MISS	-
1.5	P	4	MISS	-
1.5	C	7	MISS	-
1.5	G	15	HIT	-
1.5	R	2	MISS	-
1.5	F	30	HIT	-
1.6	M	7	HIT	-
1.6	P	2	HIT	-
1.6	C	4	MISS	-
1.6	G	0	HIT	-
1.6	R	1	HIT	-
1.6	F	26	MISS	-
1.7	M	7	HIT	-
1.7	P	2	HIT	-
1.7	C	4	HIT	-
1.7	G	6	MISS	-
1.7	R	3	MISS	-
1.7	F	27	MISS	-
1.8	M	7	HIT	-
1.8	P	3	HIT	-
1.8	C	9	HIT	-
1.8	G	28	MISS	-
1.8	R	3	HIT	-
1.8	F	11	MISS	-
1.9	M	8	HIT	-
1.9	P	3	HIT	-
1.9	C	8	MISS	-
1.9	G	27	MISS	-
1.9	R	3	HIT	-
1.9	F	11	HIT	-
2.0	B	Enter	5	3	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCG..........................................................>

2.0	B	0	MISS	-
2.0	Z	Enter	31	3	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCGB.........................................................>

2.0	Z	0	MISS	-
2.0	I	Enter	17	2	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCGBZ........................................................>

2.0	I	0	MISS	-
2.0	M	22	MISS	-
2.0	P	0	HIT	-
2.0	C	2	HIT	-
2.0	G	28	HIT	-
2.0	R	4	HIT	-
2.0	F	11	HIT	-
2.0	B	3	MISS	-
2.0	Z	8	MISS	-
2.0	I	15	MISS	-
2.1	M	11	HIT	-
2.1	P	3	HIT	-
2.1	C	3	MISS	-
2.1	G	28	HIT	-
2.1	R	0	HIT	-
2.1	F	12	MISS	-
2.1	B	2	MISS	-
2.1	Z	13	MISS	-
2.1	I	1	MISS	-
2.2	M	9	HIT	-
2.2	P	2	HIT	-
2.2	C	2	HIT	-
2.2	G	24	MISS	-
2.2	R	1	HIT	-
2.2	F	11	HIT	-
2.2	B	3	HIT	-
2.2	Z	18	MISS	-
2.2	I	9	MISS	-
2.3	M	9	HIT	-
2.3	P	3	HIT	-
2.3	C	3	HIT	-
2.3	G	15	HIT	-
2.3	R	4	HIT	-
2.3	F	3	MISS	-
2.3	B	4	MISS	-
2.3	Z	16	MISS	-
2.3	I	4	MISS	-
2.4	M	9	HIT	-
2.4	P	3	HIT	-
2.4	C	3	HIT	-
2.4	G	15	HIT	-
2.4	R	3	HIT	-
2.4	F	2	MISS	-
2.4	B	2	HIT	-
2.4	Z	28	MISS	-
2.4	I	9	HIT	-
2.5	M	10	HIT	-
2.5	P	1	HIT	-
2.5	C	0	HIT	-
2.5	G	15	HIT	-
2.5	R	2	HIT	-
2.5	F	3	HIT	-
2.5	B	4	HIT	-
2.5	Z	28	HIT	-
2.5	I	10	MISS	-
2.6	M	9	HIT	-
2.6	P	0	HIT	-
2.6	C	6	MISS	-
2.6	G	8	MISS	-
2.6	R	1	HIT	-
2.6	F	2	HIT	-
2.6	B	0	HIT	-
2.6	Z	29	MISS	-
2.6	I	9	HIT	-
2.7	M	9	HIT	-
2.7	P	1	HIT	-
2.7	C	4	HIT	-
2.7	G	9	MISS	-
2.7	R	2	HIT	-
2.7	F	3	HIT	-
2.7	B	0	HIT	-
2.7	Z	10	MISS	-
2.7	I	9	HIT	-
2.8	M	10	HIT	-
2.8	P	1	HIT	-
2.8	C	3	HIT	-
2.8	G	10	MISS	-
2.8	R	3	HIT	-
2.8	F	19	MISS	-
2.8	B	4	HIT	-
2.8	Z	11	MISS	-
2.8	I	9	HIT	-
2.9	M	21	MISS	-
2.9	P	2	HIT	-
2.9	C	4	HIT	-
2.9	G	9	HIT	-
2.9	R	2	HIT	-
2.9	F	24	MISS	-
2.9	B	0	HIT	-
2.9	Z	23	MISS	-
2.9	I	8	MISS	-
3.0	R	Enter	31	4	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCGBZIMBZICFBZIGZIFBZIFZICGZGZGFZMFZI........................>

3.0	R	0	HIT	-
3.0	D	Enter	11	3	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCGBZIMBZICFBZIGZIFBZIFZICGZGZGFZMFZI........................>

3.0	D	0	MISS	-
3.0	M	20	MISS	-
3.0	P	3	HIT	-
3.0	C	2	HIT	-
3.0	G	17	MISS	-
3.0	R	2	HIT	-
3.0	B	4	HIT	-
3.0	Z	23	HIT	-
3.0	I	9	HIT	-
3.0	R	28	MISS	-
3.0	D	8	MISS	-

3.0	F	Exit	31	2	<MMMMMMMPCGRFMPCGRFMPCRFMCFPGFMPCRCFGRFGFCGBZIMBZICFBZIGZIFBZIFZICGZGZGFZMFZIDMGRD...................>
3.1	M	29	HIT	-
3.1	P	0	HIT	-
3.1	C	3	HIT	-
3.1	G	14	MISS	-
3.1	R	1	HIT	-
3.1	B	3	HIT	-
3.1	Z	23	HIT	-
3.1	I	10	HIT	-
3.1	R	13	MISS	-
3.1	D	9	MISS	-
3.2	M	30	MISS	-
3.2	P	4	HIT	-
3.2	C	2	HIT	-
3.2	G	15	HIT	-
3.2	R	3	HIT	-
3.2	B	0	HIT	-
3.2	Z	2	MISS	-
3.2	I	11	MISS	-
3.2	R	13	HIT	-
3.2	D	10	MISS	-
3.3	M	0	HIT	-
3.3	P	2	HIT	-
3.3	C	1	HIT	-
3.3	G	14	HIT	-
3.3	R	4	HIT	-
3.3	B	1	MISS	-
3.3	Z	17	MISS	-
3.3	I	12	MISS	-
3.3	R	14	MISS	-
3.3	D	10	HIT	-
3.4	M	30	HIT	-
3.4	P	2	HIT	-
3.4	C	2	HIT	-
3.4	G	0	HIT	-
3.4	R	0	HIT	-
3.4	B	1	HIT	-
3.4	Z	0	HIT	-
3.4	I	12	HIT	-
3.4	R	15	MISS	-
3.4	D	9	HIT	-
3.5	M	29	HIT	-
3.5	P	2	HIT	-
3.5	C	3	HIT	-
3.5	G	0	HIT	-
3.5	R	3	HIT	-
3.5	B	1	HIT	-
3.5	Z	0	HIT	-
3.5	I	4	HIT	-
3.5	R	16	MISS	-
3.5	D	8	HIT	-
3.6	M	29	HIT	-
3.6	P	3	HIT	-
3.6	C	4	HIT	-
3.6	G	14	HIT	-
3.6	R	1	HIT	-
3.6	B	2	HIT	-
3.6	Z	1	MISS	-
3.6	I	13	MISS	-
3.6	R	17	MISS	-
3.6	D	7	MISS	-
3.7	M	28	MISS	-
3.7	P	1	HIT	-
3.7	C	4	HIT	-
3.7	G	20	MISS	-
3.7	R	1	HIT	-
3.7	B	2	HIT	-
3.7	Z	15	MISS	-
3.7	I	12	HIT	-
3.7	R	18	MISS	-
3.7	D	8	HIT	-
3.8	M	27	MISS	-
3.8	P	0	HIT	-
3.8	C	3	HIT	-
3.8	G	21	MISS	-
3.8	R	2	HIT	-
3.8	B	1	HIT	-
3.8	Z	15	HIT	-
3.8	I	13	HIT	-
3.8	R	17	HIT	-
3.8	D	2	MISS	-
3.9	M	24	MISS	-
3.9	P	1	HIT	-
3.9	C	2	HIT	-
3.9	G	18	MISS	-
3.9	R	0	HIT	-
3.9	B	0	HIT	-
3.9	Z	14	MISS	-
3.9	I	14	MISS	-
3.9	R	30	MISS	-
3.9	D	1	MISS	-
4.0	G	18	HIT	-
4.0	R	0	MISS	-
4.0	B	3	HIT	-
4.0	Z	13	HIT	-
4.0	R	29	MISS	-
4.0	D	6	MISS	-

4.0	M	Exit	31	4	<ZRMGDMGZIRDRRDCGR.MPCR.MC.PG.MPCRC.GR.G.CGBZIMBZIC.BZIGZI.BZI.ZICGZGZG.ZM.ZIDMGRDGRDMZIDBZIRRRZIRDMG>

4.0	P	Exit	5	3	<ZR.GD.GZIRDRRDCGR..PCR..C.PG..PCRC.GR.G.CGBZI.BZIC.BZIGZI.BZI.ZICGZGZG.Z..ZID.GRDGRD.ZIDBZIRRRZIRD.G>

4.0	C	Exit	11	3	<ZR.GD.GZIRDRRDCGR...CR..C..G...CRC.GR.G.CGBZI.BZIC.BZIGZI.BZI.ZICGZGZG.Z..ZID.GRDGRD.ZIDBZIRRRZIRD.G>

4.0	I	Exit	17	2	<ZR.GD.GZIRDRRD.GR....R.....G....R..GR.G..GBZI.BZI..BZIGZI.BZI.ZI.GZGZG.Z..ZID.GRDGRD.ZIDBZIRRRZIRD.G>
4.1	G	3	MISS	-
4.1	R	1	HIT	-
4.1	B	2	HIT	-
4.1	Z	27	MISS	-
4.1	R	30	HIT	-
4.1	D	6	HIT	-
4.2	G	3	HIT	-
4.2	R	1	HIT	-
4.2	B	0	HIT	-
4.2	Z	26	MISS	-
4.2	R	30	HIT	-
4.2	D	4	MISS	-
4.3	G	3	HIT	-
4.3	R	1	HIT	-
4.3	B	4	HIT	-
4.3	Z	3	MISS	-
4.3	R	29	HIT	-
4.3	D	3	MISS	-
4.4	G	13	MISS	-
4.4	R	2	HIT	-
4.4	B	4	HIT	-
4.4	Z	2	HIT	-
4.4	R	30	HIT	-
4.4	D	10	HIT	-
4.5	G	13	HIT	-
4.5	R	1	MISS	-
4.5	B	3	HIT	-
4.5	Z	15	HIT	-
4.5	R	0	HIT	-
4.5	D	0	HIT	-
4.6	G	14	HIT	-
4.6	R	0	HIT	-
4.6	B	3	HIT	-
4.6	Z	14	HIT	-
4.6	R	0	HIT	-
4.6	D	4	HIT	-
4.7	G	15	HIT	-
4.7	R	2	HIT	-
4.7	B	4	HIT	-
4.7	Z	13	HIT	-
4.7	R	30	HIT	-
4.7	D	6	HIT	-
4.8	G	14	HIT	-
4.8	R	2	HIT	-
4.8	B	0	HIT	-
4.8	Z	2	HIT	-
4.8	R	29	HIT	-
4.8	D	7	HIT	-
4.9	G	15	HIT	-
4.9	R	2	HIT	-
4.9	B	3	HIT	-
4.9	Z	1	HIT	-
4.9	R	29	HIT	-
4.9	D	8	HIT	-
5.0	R	3	HIT	-
5.0	R	4	HIT	-
5.0	D	9	HIT	-

5.0	G	Exit	31	4	<ZRGGDZGZZRDRRDDZDGR..R.....G....R..GR.G..GBZ..BZ...BZ.GZ..BZ..Z..GZGZG.Z..Z.D.GRDGRD.Z.DBZ.RRRZ.RD.G>

5.0	B	Exit	5	3	<ZR..DZ.ZZRDRRDDZD.R..R..........R...R.....BZ..BZ...BZ..Z..BZ..Z...Z.Z..Z..Z.D..RD.RD.Z.DBZ.RRRZ.RD..>

5.0	Z	Exit	31	3	<ZR..DZ.ZZRDRRDDZD.R..R..........R...R......Z...Z....Z..Z...Z..Z...Z.Z..Z..Z.D..RD.RD.Z.D.Z.RRRZ.RD..>
5.1	R	2	HIT	-
5.1	R	4	HIT	-
5.1	D	9	HIT	-
5.2	R	3	HIT	-
5.2	R	3	HIT	-
5.2	D	9	HIT	-
5.3	R	0	HIT	-
5.3	R	4	HIT	-
5.3	D	8	HIT	-
5.4	R	0	HIT	-
5.4	R	5	MISS	-
5.4	D	9	HIT	-
5.5	R	1	HIT	-
5.5	R	10	MISS	-
5.5	D	4	HIT	-
5.6	R	4	HIT	-
5.6	R	1	HIT	-
5.6	D	3	HIT	-
5.7	R	3	HIT	-
5.7	R	28	HIT	-
5.7	D	3	HIT	-
5.8	R	3	HIT	-
5.8	R	27	MISS	-
5.8	D	10	HIT	-
5.9	R	4	HIT	-
5.9	R	26	MISS	-
5.9	D	0	HIT	-
6.0	R	22	MISS	-

6.0	R	Exit	5	5	<RRRRDRR..RDRRDD.D.R..R..........R...R.......................................D..RD.RD...D...RRR..RD..>

6.0	D	Exit	11	3	<....D.....D..DD.D...........................................................D...D..D...D.........D..>
6.1	R	21	MISS	-
6.2	R	22	MISS	-
6.3	R	22	HIT	-
6.4	R	17	MISS	-
6.5	R	17	HIT	-
6.6	R	18	MISS	-
6.7	R	2	MISS	-
6.8	R	1	MISS	-
6.9	R	20	MISS	-

7.0	R	Exit	31	4	<RRRRRRR.............................................................................................>

Simulation Results:
Total References: 371
Hits: 237, Misses: 134
Hit Ratio: 0.64, Miss Ratio: 0.36
Processes Swapped In: 11

Running FIFO Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	M	Enter	31	4	<....................................................................................................>

0.0	M	0	MISS	-
0.0	M	14	MISS	-
0.1	M	22	MISS	-
0.2	M	26	MISS	-
0.3	M	27	MISS	-
0.4	M	27	HIT	-
0.5	M	28	MISS	-
0.6	M	12	MISS	-
0.7	M	11	MISS	-
0.8	M	21	MISS	-
0.9	M	15	MISS	-
1.0	P	Enter	5	3	<MMMMMMMMMM..........................................................................................>

1.0	P	0	MISS	-
1.0	C	Enter	11	3	<MMMMMMMMMMP.........................................................................................>

1.0	C	0	MISS	-
1.0	G	Enter	31	4	<MMMMMMMMMMPC........................................................................................>

1.0	G	0	MISS	-
1.0	R	Enter	5	5	<MMMMMMMMMMPCG.......................................................................................>

1.0	R	0	MISS	-
1.0	F	Enter	31	2	<MMMMMMMMMMPCGR......................................................................................>

1.0	F	0	MISS	-
1.0	M	14	HIT	-
1.0	P	0	HIT	-
1.0	C	2	MISS	-
1.0	G	25	MISS	-
1.0	R	4	MISS	-
1.0	F	28	MISS	-
1.1	M	13	MISS	-
1.1	P	4	MISS	-
1.1	C	5	MISS	-
1.1	G	18	MISS	-
1.1	R	0	HIT	-
1.1	F	22	MISS	-
1.2	M	5	MISS	-
1.2	P	3	MISS	-
1.2	C	4	MISS	-
1.2	G	17	MISS	-
1.2	R	3	MISS	-
1.2	F	21	MISS	-
1.3	M	2	MISS	-
1.3	P	0	HIT	-
1.3	C	4	HIT	-
1.3	G	16	MISS	-
1.3	R	3	HIT	-
1.3	F	20	MISS	-
1.4	M	5	HIT	-
1.4	P	2	MISS	-
1.4	C	5	HIT	-
1.4	G	16	HIT	-
1.4	R	3	HIT	-
1.4	F	5	MISS	-
1.5	M	8	MISS	-
1.5	P	1	MISS	-
1.5	C	4	HIT	-
1.5	G	22	MISS	-
1.5	R	3	HIT	-
1.5	F	19	MISS	-
1.6	M	7	MISS	-
1.6	P	2	HIT	-
1.6	C	5	HIT	-
1.6	G	22	HIT	-
1.6	R	0	HIT	-
1.6	F	16	MISS	-
1.7	M	6	MISS	-
1.7	P	3	HIT	-
1.7	C	3	MISS	-
1.7	G	23	MISS	-
1.7	R	3	HIT	-
1.7	F	15	MISS	-
1.8	M	7	HIT	-
1.8	P	3	HIT	-
1.8	C	3	HIT	-
1.8	G	22	HIT	-
1.8	R	2	MISS	-
1.8	F	15	HIT	-
1.9	M	6	HIT	-
1.9	P	1	HIT	-
1.9	C	4	HIT	-
1.9	G	12	MISS	-
1.9	R	0	HIT	-
1.9	F	15	HIT	-
2.0	B	Enter	5	3	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRG.....................................................>

2.0	B	0	MISS	-
2.0	Z	Enter	31	3	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRGB....................................................>

2.0	Z	0	MISS	-
2.0	I	Enter	17	2	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRGBZ...................................................>

2.0	I	0	MISS	-
2.0	M	25	MISS	-
2.0	P	4	HIT	-
2.0	C	5	HIT	-
2.0	G	12	HIT	-
2.0	R	4	HIT	-
2.0	F	16	HIT	-
2.0	B	2	MISS	-
2.0	Z	1	MISS	-
2.0	I	7	MISS	-
2.1	M	25	HIT	-
2.1	P	0	HIT	-
2.1	C	6	MISS	-
2.1	G	21	MISS	-
2.1	R	0	HIT	-
2.1	F	24	MISS	-
2.1	B	1	MISS	-
2.1	Z	2	MISS	-
2.1	I	7	HIT	-
2.2	M	25	HIT	-
2.2	P	4	HIT	-
2.2	C	7	MISS	-
2.2	G	10	MISS	-
2.2	R	2	HIT	-
2.2	F	3	MISS	-
2.2	B	3	MISS	-
2.2	Z	3	MISS	-
2.2	I	16	MISS	-
2.3	M	15	HIT	-
2.3	P	0	HIT	-
2.3	C	7	HIT	-
2.3	G	10	HIT	-
2.3	R	3	HIT	-
2.3	F	2	MISS	-
2.3	B	1	HIT	-
2.3	Z	2	HIT	-
2.3	I	8	MISS	-
2.4	M	14	HIT	-
2.4	P	4	HIT	-
2.4	C	3	HIT	-
2.4	G	10	HIT	-
2.4	R	0	HIT	-
2.4	F	8	MISS	-
2.4	B	0	HIT	-
2.4	Z	1	HIT	-
2.4	I	7	HIT	-
2.5	M	15	HIT	-
2.5	P	0	HIT	-
2.5	C	3	HIT	-
2.5	G	14	MISS	-
2.5	R	1	MISS	-
2.5	F	4	MISS	-
2.5	B	1	HIT	-
2.5	Z	0	HIT	-
2.5	I	8	HIT	-
2.6	M	16	MISS	-
2.6	P	3	HIT	-
2.6	C	10	MISS	-
2.6	G	8	MISS	-
2.6	R	3	HIT	-
2.6	F	30	MISS	-
2.6	B	1	HIT	-
2.6	Z	30	MISS	-
2.6	I	9	MISS	-
2.7	M	16	HIT	-
2.7	P	3	HIT	-
2.7	C	3	HIT	-
2.7	G	8	HIT	-
2.7	R	1	HIT	-
2.7	F	29	MISS	-
2.7	B	2	HIT	-
2.7	Z	6	MISS	-
2.7	I	8	HIT	-
2.8	M	15	HIT	-
2.8	P	0	HIT	-
2.8	C	3	HIT	-
2.8	G	8	HIT	-
2.8	R	1	HIT	-
2.8	F	30	HIT	-
2.8	B	3	HIT	-
2.8	Z	6	HIT	-
2.8	I	11	MISS	-
2.9	M	13	HIT	-
2.9	P	2	HIT	-
2.9	C	8	MISS	-
2.9	G	8	HIT	-
2.9	R	0	HIT	-
2.9	F	29	HIT	-
2.9	B	1	HIT	-
2.9	Z	6	HIT	-
2.9	I	5	MISS	-
3.0	R	Enter	31	4	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRGBZIMBZICGFBZCGFBZIFIFGRFMCGFZIFZICI..................>

3.0	R	0	HIT	-
3.0	D	Enter	11	3	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRGBZIMBZICGFBZCGFBZIFIFGRFMCGFZIFZICI..................>

3.0	D	0	MISS	-
3.0	M	9	MISS	-
3.0	P	2	HIT	-
3.0	C	9	MISS	-
3.0	G	16	HIT	-
3.0	R	3	HIT	-
3.0	B	0	HIT	-
3.0	Z	5	MISS	-
3.0	I	4	MISS	-
3.0	R	20	MISS	-
3.0	D	10	MISS	-

3.0	F	Exit	31	2	<MMMMMMMMMMPCGRFCGRFMPCGFMPCGRFMGFPFMPGFMFMCGFRGBZIMBZICGFBZCGFBZIFIFGRFMCGFZIFZICIDMCZIRD...........>
3.1	M	9	HIT	-
3.1	P	2	HIT	-
3.1	C	6	HIT	-
3.1	G	16	HIT	-
3.1	R	2	HIT	-
3.1	B	1	HIT	-
3.1	Z	6	HIT	-
3.1	I	4	HIT	-
3.1	R	19	MISS	-
3.1	D	4	MISS	-
3.2	M	6	HIT	-
3.2	P	0	HIT	-
3.2	C	6	HIT	-
3.2	G	10	HIT	-
3.2	R	1	HIT	-
3.2	B	0	HIT	-
3.2	Z	6	HIT	-
3.2	I	3	MISS	-
3.2	R	20	HIT	-
3.2	D	5	MISS	-
3.3	M	13	HIT	-
3.3	P	3	HIT	-
3.3	C	6	HIT	-
3.3	G	11	MISS	-
3.3	R	1	HIT	-
3.3	B	4	MISS	-
3.3	Z	6	HIT	-
3.3	I	13	MISS	-
3.3	R	21	MISS	-
3.3	D	6	MISS	-
3.4	M	25	HIT	-
3.4	P	3	HIT	-
3.4	C	10	HIT	-
3.4	G	11	HIT	-
3.4	R	0	HIT	-
3.4	B	3	HIT	-
3.4	Z	7	MISS	-
3.4	I	2	MISS	-
3.4	R	22	MISS	-
3.4	D	8	MISS	-
3.5	M	24	MISS	-
3.5	P	4	HIT	-
3.5	C	0	HIT	-
3.5	G	12	HIT	-
3.5	R	0	HIT	-
3.5	B	1	HIT	-
3.5	Z	8	MISS	-
3.5	I	3	HIT	-
3.5	R	22	HIT	-
3.5	D	1	MISS	-
3.6	M	15	HIT	-
3.6	P	3	HIT	-
3.6	C	1	MISS	-
3.6	G	13	MISS	-
3.6	R	4	HIT	-
3.6	B	1	HIT	-
3.6	Z	16	MISS	-
3.6	I	2	HIT	-
3.6	R	23	MISS	-
3.6	D	8	HIT	-
3.7	M	20	MISS	-
3.7	P	3	HIT	-
3.7	C	0	HIT	-
3.7	G	12	HIT	-
3.7	R	0	HIT	-
3.7	B	1	HIT	-
3.7	Z	15	MISS	-
3.7	I	7	HIT	-
3.7	R	10	MISS	-
3.7	D	9	MISS	-
3.8	M	3	MISS	-
3.8	P	0	MISS	-
3.8	C	5	HIT	-
3.8	G	15	MISS	-
3.8	R	4	HIT	-
3.8	B	2	HIT	-
3.8	Z	16	HIT	-
3.8	I	8	HIT	-
3.8	R	11	MISS	-
3.8	D	8	HIT	-
3.9	M	3	HIT	-
3.9	P	4	HIT	-
3.9	C	2	MISS	-
3.9	G	29	MISS	-
3.9	R	4	MISS	-
3.9	B	1	HIT	-
3.9	Z	6	HIT	-
3.9	I	9	HIT	-
3.9	R	10	HIT	-
3.9	D	7	MISS	-
4.0	G	28	MISS	-
4.0	R	2	HIT	-
4.0	B	1	HIT	-
4.0	Z	7	HIT	-
4.0	R	9	MISS	-
4.0	D	8	HIT	-

4.0	M	Exit	31	4	<RDMZDCGZRMZRDMPGRCGRDGR.MPCGR.MG.P.MPG.M.MCG.RGBZIMBZICG.BZCG.BZI.I.GR.MCG.ZI.ZICIDMCZIRDRDIDGBIRDZI>

4.0	P	Exit	5	3	<RD.ZDCGZR.ZRD.PGRCGRDGR..PCGR..G.P..PG....CG.RGBZI.BZICG.BZCG.BZI.I.GR..CG.ZI.ZICID.CZIRDRDIDGBIRDZI>

4.0	C	Exit	11	3	<RD.ZDCGZR.ZRD..GRCGRDGR...CGR..G.....G....CG.RGBZI.BZICG.BZCG.BZI.I.GR..CG.ZI.ZICID.CZIRDRDIDGBIRDZI>

4.0	I	Exit	17	2	<RD.ZD.GZR.ZRD..GR.GRDGR....GR..G.....G.....G.RGBZI.BZI.G.BZ.G.BZI.I.GR...G.ZI.ZI.ID..ZIRDRDIDGBIRDZI>
4.1	G	29	HIT	-
4.1	R	1	HIT	-
4.1	B	4	HIT	-
4.1	Z	6	HIT	-
4.1	R	7	MISS	-
4.1	D	0	HIT	-
4.2	G	28	HIT	-
4.2	R	1	HIT	-
4.2	B	0	HIT	-
4.2	Z	6	HIT	-
4.2	R	6	MISS	-
4.2	D	10	HIT	-
4.3	G	11	HIT	-
4.3	R	0	MISS	-
4.3	B	0	HIT	-
4.3	Z	7	HIT	-
4.3	R	5	MISS	-
4.3	D	9	HIT	-
4.4	G	8	HIT	-
4.4	R	1	HIT	-
4.4	B	0	HIT	-
4.4	Z	8	HIT	-
4.4	R	0	HIT	-
4.4	D	8	HIT	-
4.5	G	7	MISS	-
4.5	R	3	HIT	-
4.5	B	2	HIT	-
4.5	Z	8	HIT	-
4.5	R	29	MISS	-
4.5	D	8	HIT	-
4.6	G	7	HIT	-
4.6	R	0	HIT	-
4.6	B	2	HIT	-
4.6	Z	4	MISS	-
4.6	R	30	MISS	-
4.6	D	5	HIT	-
4.7	G	7	HIT	-
4.7	R	2	HIT	-
4.7	B	1	HIT	-
4.7	Z	3	HIT	-
4.7	R	6	HIT	-
4.7	D	5	HIT	-
4.8	G	8	HIT	-
4.8	R	2	HIT	-
4.8	B	2	HIT	-
4.8	Z	2	HIT	-
4.8	R	7	HIT	-
4.8	D	3	MISS	-
4.9	G	8	HIT	-
4.9	R	0	HIT	-
4.9	B	0	HIT	-
4.9	Z	2	HIT	-
4.9	R	8	MISS	-
4.9	D	2	MISS	-
5.0	R	0	HIT	-
5.0	R	7	HIT	-
5.0	D	3	HIT	-

5.0	G	Exit	31	4	<RDRZDRGZRRZRDRGGRRGRDGRZRDRDR..G.....G.....G.RGBZ..BZ..G.BZ.G.BZ....GR...G.Z..Z...D..Z.RDRD.DGB.RDZ.>

5.0	B	Exit	5	3	<RDRZDR.ZRRZRDR..RR.RD.RZRDRDR................R.BZ..BZ....BZ...BZ.....R.....Z..Z...D..Z.RDRD.D.B.RDZ.>

5.0	Z	Exit	31	3	<RDRZDR.ZRRZRDR..RR.RD.RZRDRDR................R..Z...Z.....Z....Z.....R.....Z..Z...D..Z.RDRD.D...RDZ.>
5.1	R	2	HIT	-
5.1	R	6	HIT	-
5.1	D	2	HIT	-
5.2	R	0	HIT	-
5.2	R	6	HIT	-
5.2	D	1	HIT	-
5.3	R	3	HIT	-
5.3	R	6	HIT	-
5.3	D	0	HIT	-
5.4	R	2	HIT	-
5.4	R	21	HIT	-
5.4	D	0	HIT	-
5.5	R	4	HIT	-
5.5	R	20	HIT	-
5.5	D	9	HIT	-
5.6	R	3	HIT	-
5.6	R	2	HIT	-
5.6	D	10	HIT	-
5.7	R	4	HIT	-
5.7	R	2	HIT	-
5.7	D	10	HIT	-
5.8	R	1	HIT	-
5.8	R	6	HIT	-
5.8	D	7	HIT	-
5.9	R	2	HIT	-
5.9	R	6	HIT	-
5.9	D	7	HIT	-
6.0	R	24	MISS	-

6.0	R	Exit	5	5	<RDRRDR..RR.RDR..RR.RD.R.RDRDR................R.......................R............D....RDRD.D...RD..>

6.0	D	Exit	11	3	<.D..D.......D.......D....D.D......................................................D.....D.D.D....D..>
6.1	R	28	MISS	-
6.2	R	29	MISS	-
6.3	R	6	MISS	-
6.4	R	5	MISS	-
6.5	R	4	MISS	-
6.6	R	1	MISS	-
6.7	R	27	MISS	-
6.8	R	27	HIT	-
6.9	R	27	HIT	-

7.0	R	Exit	31	4	<RRRRRRR.............................................................................................>

Simulation Results:
Total References: 371
Hits: 229, Misses: 142
Hit Ratio: 0.62, Miss Ratio: 0.38
Processes Swapped In: 11

Running FIFO Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	M	Enter	31	4	<....................................................................................................>

0.0	M	0	MISS	-
0.0	M	2	MISS	-
0.1	M	3	MISS	-
0.2	M	3	HIT	-
0.3	M	3	HIT	-
0.4	M	2	HIT	-
0.5	M	25	MISS	-
0.6	M	25	HIT	-
0.7	M	25	HIT	-
