
Running LRU Algorithm Simulation
Time	Process	Page	Result	Evicted
2.7	W	8	MISS	-
2.8	C	2	HIT	-
2.8	M	3	HIT	-
2.8	D	9	MISS	-
2.8	O	3	MISS	-
2.8	N	1	MISS	-
2.8	J	2	HIT	-
2.8	R	0	HIT	-
2.8	T	4	HIT	-
2.8	M	10	HIT	-
2.8	W	4	HIT	-
2.9	C	0	HIT	-
2.9	M	5	HIT	-
2.9	D	10	MISS	-
2.9	O	9	HIT	-
2.9	N	1	HIT	-
2.9	J	1	HIT	-
2.9	R	2	MISS	-
2.9	T	4	HIT	-
2.9	M	10	HIT	-
2.9	W	15	MISS	-
3.0	C	1	HIT	-
3.0	M	9	HIT	-
3.0	D	8	HIT	-
3.0	O	9	HIT	-
3.0	J	0	HIT	-
3.0	R	0	HIT	-
3.0	T	4	HIT	-
3.0	W	0	HIT	-

3.0	N	Exit	5	2	<.C...MC...M.....C...M.C.M....M..C..M.MMONJ.MOJ.J.NJ.OOJ..O.ORTWONRMWDOTDNTMWDMWDMWTMWDMWMTWDONDRW...>

3.0	M	Exit	31	1	<.C...MC...M.....C...M.C.M....M..C..M.MMO.J.MOJ.J..J.OOJ..O.ORTWO.RMWDOTD.TMWDMWDMWTMWDMWMTWDO.DRW...>
3.1	C	0	HIT	-
3.1	M	10	MISS	-
3.1	D	8	HIT	-
3.1	O	7	HIT	-
3.1	J	0	HIT	-
3.1	R	0	HIT	-
3.1	T	1	HIT	-
3.1	W	16	MISS	-
3.2	C	4	HIT	-
3.2	M	9	MISS	-
3.2	D	7	HIT	-
3.2	O	12	HIT	-
3.2	J	1	HIT	-
3.2	R	1	MISS	-
3.2	T	0	HIT	-
3.2	W	10	MISS	-
3.3	C	0	HIT	-
3.3	M	9	HIT	-
3.3	D	7	HIT	-
3.3	O	9	HIT	-
3.3	J	2	HIT	-
3.3	R	4	HIT	-
3.3	T	3	HIT	-
3.3	W	13	MISS	-
3.4	C	1	HIT	-
3.4	M	0	MISS	-
3.4	D	2	MISS	-
3.4	O	9	HIT	-
3.4	J	0	HIT	-
3.4	R	3	MISS	-
3.4	T	0	HIT	-
3.4	W	12	MISS	-
3.5	C	4	HIT	-
3.5	M	6	MISS	-
3.5	D	2	HIT	-
3.5	O	10	HIT	-
3.5	J	1	HIT	-
3.5	R	3	HIT	-
3.5	T	0	HIT	-
3.5	W	11	MISS	-
3.6	C	1	HIT	-
3.6	M	5	MISS	-
3.6	D	3	MISS	-
3.6	O	9	HIT	-
3.6	J	2	HIT	-
3.6	R	1	HIT	-
3.6	T	0	HIT	-
3.6	W	12	HIT	-
3.7	C	0	HIT	-
3.7	M	4	MISS	-
3.7	D	3	HIT	-
3.7	O	10	HIT	-
3.7	J	4	HIT	-
3.7	R	1	HIT	-
3.7	T	0	HIT	-
3.7	W	12	HIT	-
3.8	C	4	HIT	-
3.8	M	5	HIT	-
3.8	D	8	HIT	-
3.8	O	10	HIT	-
3.8	J	3	HIT	-
3.8	R	2	HIT	-
3.8	T	4	HIT	-
3.8	W	13	HIT	-
3.9	C	4	HIT	-
3.9	M	5	HIT	-
3.9	D	9	HIT	-
3.9	O	9	HIT	-
3.9	J	2	HIT	-
3.9	R	4	HIT	-
3.9	T	0	HIT	-
3.9	W	12	HIT	-
4.0	C	0	HIT	-
4.0	R	0	HIT	-
4.0	T	4	HIT	-

4.0	M	Exit	11	4	<RCWWMDCRWMWMDM..C.....C.........C......O.J..OJ.J..J.OOJ..O.ORTWO.R.WDOTD.T.WD.WD.WT.WD.W.TWDO.DRWMWM>

4.0	D	Exit	11	3	<RCWW.DCRW.W.D...C.....C.........C......O.J..OJ.J..J.OOJ..O.ORTWO.R.WDOTD.T.WD.WD.WT.WD.W.TWDO.DRW.W.>

4.0	O	Exit	17	3	<RCWW..CRW.W.....C.....C.........C......O.J..OJ.J..J.OOJ..O.ORTWO.R.W.OT..T.W..W..WT.W..W.TW.O..RW.W.>

4.0	J	Exit	5	3	<RCWW..CRW.W.....C.....C.........C........J...J.J..J...J.....RTW..R.W..T..T.W..W..WT.W..W.TW....RW.W.>

4.0	W	Exit	17	2	<RCWW..CRW.W.....C.....C.........C...........................RTW..R.W..T..T.W..W..WT.W..W.TW....RW.W.>
4.1	C	3	HIT	-
4.1	R	4	HIT	-
4.1	T	4	HIT	-
4.2	C	1	HIT	-
4.2	R	3	HIT	-
4.2	T	0	HIT	-
4.3	C	4	HIT	-
4.3	R	3	HIT	-
4.3	T	4	HIT	-
4.4	C	0	HIT	-
4.4	R	4	HIT	-
4.4	T	0	HIT	-
4.5	C	2	HIT	-
4.5	R	0	HIT	-
4.5	T	1	HIT	-
4.6	C	4	HIT	-
4.6	R	2	HIT	-
4.6	T	0	HIT	-
4.7	C	0	HIT	-
4.7	R	4	HIT	-
4.7	T	4	HIT	-
4.8	C	0	HIT	-
4.8	R	2	HIT	-
4.8	T	3	HIT	-
4.9	C	3	HIT	-
4.9	R	3	HIT	-
4.9	T	1	HIT	-
5.0	R	0	HIT	-
5.0	T	3	HIT	-

5.0	C	Exit	5	5	<RC....CR........C.....C.........C...........................RT...R....T..T........T......T.....R....>
5.1	R	3	HIT	-
5.1	T	0	HIT	-
5.2	R	3	HIT	-
5.2	T	2	HIT	-
5.3	R	4	HIT	-
5.3	T	2	HIT	-
5.4	R	3	HIT	-
5.4	T	4	HIT	-
5.5	R	0	HIT	-
5.5	T	4	HIT	-
5.6	R	0	HIT	-
5.6	T	4	HIT	-
5.7	R	3	HIT	-
5.7	T	4	HIT	-
5.8	R	1	HIT	-
5.8	T	1	HIT	-
5.9	R	4	HIT	-
5.9	T	3	HIT	-
6.0	R	3	HIT	-

6.0	T	Exit	5	4	<R......R....................................................RT...R....T..T........T......T.....R....>
6.1	R	3	HIT	-
6.2	R	3	HIT	-
6.3	R	0	HIT	-
6.4	R	4	HIT	-
6.5	R	4	HIT	-
6.6	R	3	HIT	-
6.7	R	3	HIT	-
6.8	R	3	HIT	-
6.9	R	2	HIT	-

7.0	R	Exit	5	5	<R......R....................................................R....R.............................R....>

Simulation Results:
Total References: 394
Hits: 282, Misses: 112
Hit Ratio: 0.72, Miss Ratio: 0.28
Processes Swapped In: 14

Running LRU Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	B	Enter	31	1	<....................................................................................................>

0.0	B	0	MISS	-
0.0	C	Enter	5	5	<B...................................................................................................>

0.0	C	0	MISS	-
0.0	Z	Enter	31	2	<BC..................................................................................................>

0.0	Z	0	MISS	-
0.0	F	Enter	31	1	<BCZ.................................................................................................>

0.0	F	0	MISS	-
0.0	D	Enter	11	2	<BCZF................................................................................................>

0.0	D	0	MISS	-
0.0	M	Enter	11	4	<BCZFD...............................................................................................>

0.0	M	0	MISS	-
0.0	B	14	MISS	-
0.0	C	4	MISS	-
0.0	Z	16	MISS	-
0.0	F	11	MISS	-
0.0	D	4	MISS	-
0.0	M	3	MISS	-
0.1	B	5	MISS	-
0.1	C	3	MISS	-
0.1	Z	24	MISS	-
0.1	F	9	MISS	-
0.1	D	3	MISS	-
0.1	M	3	HIT	-
0.2	B	6	MISS	-
0.2	C	4	HIT	-
0.2	Z	24	HIT	-
0.2	F	10	MISS	-
0.2	D	3	HIT	-
0.2	M	9	MISS	-
0.3	B	7	MISS	-
0.3	C	0	HIT	-
0.3	Z	8	MISS	-
0.3	F	9	HIT	-
0.3	D	3	HIT	-
0.3	M	10	MISS	-
0.4	B	7	HIT	-
0.4	C	4	HIT	-
0.4	Z	2	MISS	-
0.4	F	8	MISS	-
0.4	D	8	MISS	-
0.4	M	0	HIT	-
0.5	B	8	MISS	-
0.5	C	0	HIT	-
0.5	Z	1	MISS	-
0.5	F	17	MISS	-
0.5	D	1	MISS	-
0.5	M	6	MISS	-
0.6	B	9	MISS	-
0.6	C	1	MISS	-
0.6	Z	29	MISS	-
0.6	F	17	HIT	-
0.6	D	1	HIT	-
0.6	M	5	MISS	-
0.7	B	9	HIT	-
0.7	C	1	HIT	-
0.7	Z	28	MISS	-
0.7	F	16	MISS	-
0.7	D	1	HIT	-
0.7	M	6	HIT	-
0.8	B	25	MISS	-
0.8	C	3	HIT	-
0.8	Z	24	HIT	-
0.8	F	15	MISS	-
0.8	D	2	MISS	-
0.8	M	6	HIT	-
0.9	B	26	MISS	-
0.9	C	4	HIT	-
0.9	Z	24	HIT	-
0.9	F	15	HIT	-
0.9	D	2	HIT	-
0.9	M	5	HIT	-
1.0	D	Enter	11	3	<BCZFDMBCZFDMBCZFDBFMBZMZFDBZFDMBCZMZFBFDB...........................................................>

1.0	D	0	HIT	-
1.0	O	Enter	17	3	<BCZFDMBCZFDMBCZFDBFMBZMZFDBZFDMBCZMZFBFDB...........................................................>

1.0	O	0	MISS	-
1.0	N	Enter	5	2	<BCZFDMBCZFDMBCZFDBFMBZMZFDBZFDMBCZMZFBFDBO..........................................................>

1.0	N	0	MISS	-
1.0	J	Enter	5	3	<BCZFDMBCZFDMBCZFDBFMBZMZFDBZFDMBCZMZFBFDBON.........................................................>

1.0	J	0	MISS	-
1.0	C	2	MISS	-
1.0	Z	22	MISS	-
1.0	D	4	HIT	-
1.0	M	5	HIT	-
1.0	D	10	MISS	-
1.0	O	10	MISS	-
1.0	N	1	MISS	-
1.0	J	3	MISS	-

1.0	B	Exit	31	1	<BCZFDMBCZFDMBCZFDBFMBZMZFDBZFDMBCZMZFBFDBONJCZDONJ..................................................>

1.0	F	Exit	31	1	<.CZFDM.CZFDM.CZFD.FM.ZMZFD.ZFDM.CZMZF.FD.ONJCZDONJ..................................................>
1.1	C	0	HIT	-
1.1	Z	30	MISS	-
1.1	D	3	HIT	-
1.1	M	4	MISS	-
1.1	D	10	HIT	-
1.1	O	10	HIT	-
1.1	N	4	MISS	-
1.1	J	1	MISS	-
1.2	C	2	HIT	-
1.2	Z	29	HIT	-
1.2	D	4	HIT	-
1.2	M	3	HIT	-
1.2	D	2	HIT	-
1.2	O	11	MISS	-
1.2	N	0	HIT	-
1.2	J	2	MISS	-
1.3	C	3	HIT	-
1.3	Z	29	HIT	-
1.3	D	3	HIT	-
1.3	M	3	HIT	-
1.3	D	2	HIT	-
1.3	O	12	MISS	-
1.3	N	0	HIT	-
1.3	J	1	HIT	-
1.4	C	3	HIT	-
1.4	Z	4	MISS	-
1.4	D	3	HIT	-
1.4	M	4	HIT	-
1.4	D	3	HIT	-
1.4	O	2	MISS	-
1.4	N	0	HIT	-
1.4	J	3	HIT	-
1.5	C	1	HIT	-
1.5	Z	26	MISS	-
1.5	D	5	MISS	-
1.5	M	8	MISS	-
1.5	D	9	MISS	-
1.5	O	3	MISS	-
1.5	N	3	MISS	-
1.5	J	3	HIT	-
1.6	C	4	HIT	-
1.6	Z	27	MISS	-
1.6	D	5	HIT	-
1.6	M	7	MISS	-
1.6	D	1	HIT	-
1.6	O	4	MISS	-
1.6	N	2	MISS	-
1.6	J	1	HIT	-
1.7	C	0	HIT	-
1.7	Z	27	HIT	-
1.7	D	6	MISS	-
1.7	M	7	HIT	-
1.7	D	1	HIT	-
1.7	O	4	HIT	-
1.7	N	0	HIT	-
1.7	J	0	HIT	-
1.8	C	1	HIT	-
1.8	Z	10	MISS	-
1.8	D	6	HIT	-
1.8	M	6	HIT	-
1.8	D	2	HIT	-
1.8	O	4	HIT	-
1.8	N	4	HIT	-
1.8	J	0	HIT	-
1.9	C	1	HIT	-
1.9	Z	10	HIT	-
1.9	D	6	HIT	-
1.9	M	6	HIT	-
1.9	D	2	HIT	-
1.9	O	4	HIT	-
1.9	N	0	HIT	-
1.9	J	0	HIT	-
2.0	R	Enter	5	5	<.CZ.DM.CZ.DM.CZ.D..M.ZMZ.D.Z.DM.CZMZ...D.ONJCZDONJZMNJOJOZOZDMDONZMONDZ.............................>

2.0	R	0	MISS	-
2.0	T	Enter	5	4	<.CZ.DM.CZ.DM.CZ.D..M.ZMZ.D.Z.DM.CZMZ...D.ONJCZDONJZMNJOJOZOZDMDONZMONDZR............................>

2.0	T	0	MISS	-
2.0	M	Enter	31	1	<.CZ.DM.CZ.DM.CZ.D..M.ZMZ.D.Z.DM.CZMZ...D.ONJCZDONJZMNJOJOZOZDMDONZMONDZRT...........................>

2.0	M	0	HIT	-
2.0	W	Enter	17	2	<.CZ.DM.CZ.DM.CZ.D..M.ZMZ.D.Z.DM.CZMZ...D.ONJCZDONJZMNJOJOZOZDMDONZMONDZRT...........................>

2.0	W	0	MISS	-
2.0	C	1	HIT	-
2.0	M	0	HIT	-
2.0	D	3	HIT	-
2.0	O	4	HIT	-
2.0	N	4	HIT	-
2.0	J	0	HIT	-
2.0	R	3	MISS	-
2.0	T	2	MISS	-
2.0	M	9	HIT	-
2.0	W	12	MISS	-

2.0	Z	Exit	31	2	<.CZ.DM.CZ.DM.CZ.D..M.ZMZ.D.Z.DM.CZMZ...D.ONJCZDONJZMNJOJOZOZDMDONZMONDZRTWRTW.......................>

2.0	D	Exit	11	2	<.C..DM.C..DM.C..D..M..M..D...DM.C.M....D.ONJC.DONJ.MNJOJO.O.DMDON.MOND.RTWRTW.......................>
2.1	C	1	HIT	-
2.1	M	1	MISS	-
2.1	D	8	MISS	-
2.1	O	4	HIT	-
2.1	N	0	HIT	-
2.1	J	0	HIT	-
2.1	R	0	HIT	-
2.1	T	1	MISS	-
2.1	M	9	HIT	-
2.1	W	12	HIT	-
2.2	C	2	HIT	-
2.2	M	1	HIT	-
2.2	D	7	MISS	-
2.2	O	5	MISS	-
2.2	N	1	HIT	-
2.2	J	0	HIT	-
2.2	R	4	MISS	-
2.2	T	4	MISS	-
2.2	M	28	MISS	-
2.2	W	13	MISS	-
2.3	C	3	HIT	-
2.3	M	1	HIT	-
2.3	D	7	HIT	-
2.3	O	5	HIT	-
2.3	N	2	HIT	-
2.3	J	4	MISS	-
2.3	R	0	HIT	-
2.3	T	3	MISS	-
2.3	M	27	MISS	-
2.3	W	13	HIT	-
2.4	C	2	HIT	-
2.4	M	7	HIT	-
2.4	D	2	MISS	-
2.4	O	4	HIT	-
2.4	N	0	HIT	-
2.4	J	4	HIT	-
2.4	R	4	HIT	-
2.4	T	1	HIT	-
2.4	M	24	MISS	-
2.4	W	12	HIT	-
2.5	C	0	HIT	-
2.5	M	3	HIT	-
2.5	D	5	MISS	-
2.5	O	4	HIT	-
2.5	N	1	HIT	-
2.5	J	0	HIT	-
2.5	R	1	MISS	-
2.5	T	1	HIT	-
2.5	M	30	MISS	-
2.5	W	11	MISS	-
2.6	C	4	HIT	-
2.6	M	4	HIT	-
2.6	D	5	HIT	-
2.6	O	12	HIT	-
2.6	N	0	HIT	-
2.6	J	1	HIT	-
2.6	R	2	MISS	-
2.6	T	2	HIT	-
2.6	M	13	MISS	-
2.6	W	12	HIT	-
2.7	C	3	HIT	-
2.7	M	9	HIT	-
2.7	D	5	HIT	-
2.7	O	12	HIT	-
2.7	N	2	HIT	-
2.7	J	0	HIT	-
2.7	R	4	HIT	-
2.7	T	2	HIT	-
2.7	M	13	HIT	-
2.7	W	8	MISS	-
2.8	C	2	HIT	-
2.8	M	10	HIT	-
2.8	D	8	HIT	-
2.8	O	13	MISS	-
2.8	N	3	HIT	-
2.8	J	4	HIT	-
2.8	R	3	HIT	-
2.8	T	2	HIT	-
2.8	M	13	HIT	-
2.8	W	9	MISS	-
2.9	C	1	HIT	-
2.9	M	1	HIT	-
2.9	D	4	MISS	-
2.9	O	15	MISS	-
2.9	N	4	HIT	-
2.9	J	0	HIT	-
2.9	R	3	HIT	-
2.9	T	3	HIT	-
2.9	M	13	HIT	-
2.9	W	10	MISS	-
3.0	C	0	HIT	-
3.0	M	3	HIT	-
3.0	D	3	MISS	-
3.0	O	14	MISS	-
3.0	J	1	HIT	-
3.0	R	3	HIT	-
3.0	T	4	HIT	-
3.0	W	9	HIT	-

3.0	N	Exit	5	2	<DCOWDMOC...M.C.....M..M.......M.C.M......ONJC..ONJ.MNJOJO.O..M.ON.MON..RTWRTWMDTDORTMWJTMDMDRMWRMWOW>

3.0	M	Exit	31	1	<DCOWDMOC...M.C.....M..M.......M.C.M......O.JC..O.J.M.JOJO.O..M.O..MO...RTWRTWMDTDORTMWJTMDMDRMWRMWOW>
3.1	C	4	HIT	-
3.1	M	8	MISS	-
3.1	D	2	HIT	-
3.1	O	14	HIT	-
3.1	J	1	HIT	-
3.1	R	3	HIT	-
3.1	T	0	HIT	-
3.1	W	8	HIT	-
3.2	C	2	HIT	-
3.2	M	9	MISS	-
3.2	D	1	MISS	-
3.2	O	13	HIT	-
3.2	J	1	HIT	-
3.2	R	3	HIT	-
3.2	T	4	HIT	-
3.2	W	7	MISS	-
3.3	C	3	HIT	-
3.3	M	10	MISS	-
3.3	D	10	MISS	-
3.3	O	12	HIT	-
3.3	J	0	HIT	-
3.3	R	1	HIT	-
3.3	T	0	HIT	-
3.3	W	7	HIT	-
3.4	C	1	HIT	-
3.4	M	9	HIT	-
3.4	D	9	MISS	-
3.4	O	12	HIT	-
3.4	J	1	HIT	-
3.4	R	1	HIT	-
3.4	T	0	HIT	-
3.4	W	7	HIT	-
3.5	C	1	HIT	-
3.5	M	8	HIT	-
3.5	D	7	HIT	-
3.5	O	13	HIT	-
3.5	J	2	HIT	-
3.5	R	2	HIT	-
3.5	T	1	HIT	-
3.5	W	6	MISS	-
3.6	C	4	HIT	-
3.6	M	9	HIT	-
3.6	D	0	MISS	-
3.6	O	13	HIT	-
3.6	J	0	HIT	-
3.6	R	3	HIT	-
3.6	T	2	HIT	-
3.6	W	7	HIT	-
3.7	C	1	HIT	-
3.7	M	8	HIT	-
3.7	D	10	HIT	-
3.7	O	13	HIT	-
3.7	J	4	HIT	-
3.7	R	4	HIT	-
3.7	T	4	HIT	-
3.7	W	8	HIT	-
3.8	C	1	HIT	-
3.8	M	4	MISS	-
3.8	D	5	HIT	-
3.8	O	13	HIT	-
3.8	J	3	HIT	-
3.8	R	3	HIT	-
3.8	T	3	HIT	-
3.8	W	15	MISS	-
3.9	C	3	HIT	-
3.9	M	7	MISS	-
3.9	D	5	HIT	-
3.9	O	14	HIT	-
3.9	J	3	HIT	-
3.9	R	3	HIT	-
3.9	T	1	HIT	-
3.9	W	16	MISS	-
4.0	C	0	HIT	-
4.0	R	2	HIT	-
4.0	T	0	HIT	-

4.0	M	Exit	11	4	<DCOWDMOCMDWMDCDWDMWMW...........C........O.JC..O.J...JOJO.O....O...O...RTWRTW.DTDORT.WJT.D.DR.WR.WOW>

4.0	D	Exit	11	3	<DCOWD.OC.DW.DCDWD.W.W...........C........O.JC..O.J...JOJO.O....O...O...RTWRTW.DTDORT.WJT.D.DR.WR.WOW>

4.0	O	Exit	17	3	<.COW..OC..W..C.W..W.W...........C........O.JC..O.J...JOJO.O....O...O...RTWRTW..T.ORT.WJT....R.WR.WOW>

4.0	J	Exit	5	3	<.C.W...C..W..C.W..W.W...........C..........JC....J...J.J...............RTWRTW..T..RT.WJT....R.WR.W.W>

4.0	W	Exit	17	2	<.C.W...C..W..C.W..W.W...........C...........C..........................RTWRTW..T..RT.W.T....R.WR.W.W>
4.1	C	2	HIT	-
4.1	R	4	HIT	-
4.1	T	0	HIT	-
4.2	C	0	HIT	-
4.2	R	4	HIT	-
4.2	T	1	HIT	-
4.3	C	1	HIT	-
4.3	R	3	HIT	-
4.3	T	4	HIT	-
4.4	C	2	HIT	-
4.4	R	3	HIT	-
4.4	T	0	HIT	-
4.5	C	2	HIT	-
4.5	R	4	HIT	-
4.5	T	1	HIT	-
4.6	C	2	HIT	-
4.6	R	0	HIT	-
4.6	T	1	HIT	-
4.7	C	1	HIT	-
4.7	R	3	HIT	-
4.7	T	2	HIT	-
4.8	C	3	HIT	-
4.8	R	3	HIT	-
4.8	T	4	HIT	-
4.9	C	0	HIT	-
4.9	R	0	HIT	-
4.9	T	0	HIT	-
5.0	R	4	HIT	-
5.0	T	3	HIT	-

5.0	C	Exit	5	5	<.C.....C.....C..................C...........C..........................RT.RT...T..RT...T....R..R....>
5.1	R	0	HIT	-
5.1	T	2	HIT	-
5.2	R	4	HIT	-
5.2	T	3	HIT	-
5.3	R	4	HIT	-
5.3	T	3	HIT	-
5.4	R	0	HIT	-
5.4	T	0	HIT	-
5.5	R	0	HIT	-
5.5	T	1	HIT	-
5.6	R	4	HIT	-
5.6	T	3	HIT	-
5.7	R	0	HIT	-
5.7	T	2	HIT	-
5.8	R	4	HIT	-
5.8	T	1	HIT	-
5.9	R	0	HIT	-
5.9	T	1	HIT	-
6.0	R	0	HIT	-

6.0	T	Exit	5	4	<.......................................................................RT.RT...T..RT...T....R..R....>
6.1	R	4	HIT	-
6.2	R	2	HIT	-
6.3	R	3	HIT	-
6.4	R	4	HIT	-
6.5	R	4	HIT	-
6.6	R	3	HIT	-
6.7	R	2	HIT	-
6.8	R	2	HIT	-
6.9	R	2	HIT	-

7.0	R	Exit	5	5	<.......................................................................R..R.......R.........R..R....>

Simulation Results:
Total References: 394
Hits: 276, Misses: 118
Hit Ratio: 0.70, Miss Ratio: 0.30
Processes Swapped In: 14

Running LRU Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	B	Enter	31	1	<....................................................................................................>

0.0	B	0	MISS	-
0.0	C	Enter	5	5	<B...................................................................................................>

0.0	C	0	MISS	-
0.0	Z	Enter	31	2	<BC..................................................................................................>

0.0	Z	0	MISS	-
0.0	F	Enter	31	1	<BCZ.................................................................................................>

0.0	F	0	MISS	-
0.0	D	Enter	11	2	<BCZF................................................................................................>

0.0	D	0	MISS	-
0.0	M	Enter	11	4	<BCZFD...............................................................................................>

0.0	M	0	MISS	-
0.0	B	25	MISS	-
0.0	C	0	HIT	-
0.0	Z	5	MISS	-
0.0	F	14	MISS	-
0.0	D	6	MISS	-
0.0	M	0	HIT	-
0.1	B	18	MISS	-
0.1	C	0	HIT	-
0.1	Z	4	MISS	-
0.1	F	13	MISS	-
0.1	D	6	HIT	-
0.1	M	10	MISS	-
0.2	B	17	MISS	-
0.2	C	0	HIT	-
0.2	Z	3	MISS	-
0.2	F	1	MISS	-
0.2	D	7	MISS	-
0.2	M	9	MISS	-
0.3	B	14	MISS	-
0.3	C	4	MISS	-
0.3	Z	16	MISS	-
0.3	F	1	HIT	-
0.3	D	7	HIT	-
0.3	M	10	HIT	-
0.4	B	6	MISS	-
0.4	C	4	HIT	-
0.4	Z	20	MISS	-
0.4	F	0	HIT	-
0.4	D	7	HIT	-
0.4	M	1	MISS	-
0.5	B	8	MISS	-
0.5	C	4	HIT	-
0.5	Z	19	MISS	-
0.5	F	0	HIT	-
0.5	D	6	HIT	-
0.5	M	2	MISS	-
0.6	B	8	HIT	-
0.6	C	3	MISS	-
0.6	Z	29	MISS	-
0.6	F	30	MISS	-
0.6	D	5	MISS	-
0.6	M	3	MISS	-
0.7	B	8	HIT	-
0.7	C	0	HIT	-
0.7	Z	10	MISS	-
0.7	F	1	HIT	-
0.7	D	9	MISS	-
0.7	M	4	MISS	-
0.8	B	7	MISS	-
0.8	C	1	MISS	-
0.8	Z	9	MISS	-
0.8	F	1	HIT	-
0.8	D	10	MISS	-
0.8	M	10	HIT	-
0.9	B	7	HIT	-
0.9	C	2	MISS	-
0.9	Z	10	HIT	-
0.9	F	2	MISS	-
0.9	D	10	HIT	-
0.9	M	6	MISS	-
1.0	D	Enter	11	3	<BCZFDMBZFDBZFMBZFDMBCZBZMBZMCZFDMZDMBCZDCFM.........................................................>

1.0	D	0	HIT	-
1.0	O	Enter	17	3	<BCZFDMBZFDBZFMBZFDMBCZBZMBZMCZFDMZDMBCZDCFM.........................................................>

1.0	O	0	MISS	-
1.0	N	Enter	5	2	<BCZFDMBZFDBZFMBZFDMBCZBZMBZMCZFDMZDMBCZDCFMO........................................................>

1.0	N	0	MISS	-
1.0	J	Enter	5	3	<BCZFDMBZFDBZFMBZFDMBCZBZMBZMCZFDMZDMBCZDCFMON.......................................................>

1.0	J	0	MISS	-
1.0	C	2	HIT	-
1.0	Z	9	HIT	-
1.0	D	0	HIT	-
1.0	M	6	HIT	-
1.0	D	5	HIT	-
1.0	O	9	MISS	-
1.0	N	3	MISS	-
1.0	J	3	MISS	-

1.0	B	Exit	31	1	<BCZFDMBZFDBZFMBZFDMBCZBZMBZMCZFDMZDMBCZDCFMONJONJ...................................................>

1.0	F	Exit	31	1	<.CZFDM.ZFD.ZFM.ZFDM.CZ.ZM.ZMCZFDMZDM.CZDCFMONJONJ...................................................>
1.1	C	0	HIT	-
1.1	Z	9	HIT	-
1.1	D	10	HIT	-
1.1	M	7	MISS	-
1.1	D	6	HIT	-
1.1	O	10	MISS	-
1.1	N	3	HIT	-
1.1	J	2	MISS	-
1.2	C	1	HIT	-
1.2	Z	8	MISS	-
1.2	D	0	HIT	-
1.2	M	3	HIT	-
1.2	D	6	HIT	-
1.2	O	10	HIT	-
1.2	N	2	MISS	-
1.2	J	0	HIT	-
1.3	C	0	HIT	-
1.3	Z	8	HIT	-
1.3	D	1	MISS	-
1.3	M	4	HIT	-
1.3	D	10	HIT	-
1.3	O	10	HIT	-
1.3	N	2	HIT	-
1.3	J	1	MISS	-
1.4	C	0	HIT	-
1.4	Z	9	HIT	-
1.4	D	0	HIT	-
1.4	M	8	MISS	-
1.4	D	10	HIT	-
1.4	O	11	MISS	-
1.4	N	1	MISS	-
1.4	J	0	HIT	-
1.5	C	4	HIT	-
1.5	Z	10	HIT	-
1.5	D	4	MISS	-
1.5	M	5	MISS	-
1.5	D	9	HIT	-
1.5	O	10	HIT	-
1.5	N	3	HIT	-
1.5	J	0	HIT	-
1.6	C	4	HIT	-
1.6	Z	10	HIT	-
1.6	D	9	HIT	-
1.6	M	1	HIT	-
1.6	D	3	MISS	-
1.6	O	16	MISS	-
1.6	N	1	HIT	-
1.6	J	3	HIT	-
1.7	C	0	HIT	-
1.7	Z	10	HIT	-
1.7	D	8	MISS	-
1.7	M	1	HIT	-
1.7	D	2	MISS	-
1.7	O	0	HIT	-
1.7	N	2	HIT	-
1.7	J	1	HIT	-
1.8	C	1	HIT	-
1.8	Z	10	HIT	-
1.8	D	8	HIT	-
1.8	M	0	HIT	-
1.8	D	1	HIT	-
1.8	O	1	MISS	-
1.8	N	3	HIT	-
1.8	J	3	HIT	-
1.9	C	4	HIT	-
1.9	Z	8	HIT	-
1.9	D	9	HIT	-
1.9	M	1	HIT	-
1.9	D	2	HIT	-
1.9	O	9	HIT	-
1.9	N	2	HIT	-
1.9	J	2	HIT	-
2.0	R	Enter	5	5	<.CZ.DM.Z.D.Z.M.Z.DM.CZ.ZM.ZMCZ.DMZDM.CZDC.MONJONJMOJZNDJMONDMDODDO..................................>

2.0	R	0	MISS	-
2.0	T	Enter	5	4	<.CZ.DM.Z.D.Z.M.Z.DM.CZ.ZM.ZMCZ.DMZDM.CZDC.MONJONJMOJZNDJMONDMDODDOR.................................>

2.0	T	0	MISS	-
2.0	M	Enter	31	1	<.CZ.DM.Z.D.Z.M.Z.DM.CZ.ZM.ZMCZ.DMZDM.CZDC.MONJONJMOJZNDJMONDMDODDORT................................>

2.0	M	0	HIT	-
2.0	W	Enter	17	2	<.CZ.DM.Z.D.Z.M.Z.DM.CZ.ZM.ZMCZ.DMZDM.CZDC.MONJONJMOJZNDJMONDMDODDORT................................>

2.0	W	0	MISS	-
2.0	C	0	HIT	-
2.0	M	2	HIT	-
2.0	D	2	HIT	-
2.0	O	1	HIT	-
2.0	N	2	HIT	-
2.0	J	3	HIT	-
2.0	R	1	MISS	-
2.0	T	0	HIT	-
2.0	M	1	HIT	-
2.0	W	4	MISS	-

